"","X1","hhid","intmonth","stfips","weight","earnwke","uhours","grade92","race","ethnic","age","sex","marital","ownchild","chldpres","prcitshp","state","ind02","occ2012","class","unionmme","unioncov","lfsr94","female","w"
"14927",260282,94545180301809,"October","UT",1251.6018,1153,40,44,1,NA,57,2,7,0,0,"Native, Born In US",8,"Elementary and secondary schools (6111)",2300,"Government - Local","No","No","Employed-At Work",TRUE,28.825
"14928",260303,150784090063400,"October","UT",1264.9804,2884.61,35,44,1,NA,62,1,1,0,0,"Native, Born In US",8,"Air transportation (481)",9030,"Private, For Profit","Yes",NA,"Employed-At Work",FALSE,82.4174285714286
"14929",260309,189520040950409,"October","UT",2156.3147,2884.61,50,44,1,NA,42,1,1,3,10,"Native, Born In US",8,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",4710,"Private, For Profit","No","No","Employed-At Work",FALSE,57.6922
"14930",260339,440900018926415,"October","UT",1984.7937,1634.61,70,44,1,NA,34,1,1,1,3,"Native, Born In US",8,"Insurance carriers and related activities (524)",565,"Private, Nonprofit","No","No","Employed-At Work",FALSE,23.3515714285714
"14931",260376,710596093644979,"October","UT",2040.135,769.23,40,44,1,NA,37,1,1,3,8,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, For Profit","No","No","Employed-At Work",FALSE,19.23075
"14932",260399,930069833449520,"October","UT",2156.3147,2769,50,44,1,NA,43,1,1,2,3,"Native, Born In US",8,"Communications, audio, and video equipment manufacturing (3342, 3343)",150,"Private, For Profit","No","No","Employed-At Work",FALSE,55.38
"14933",260422,979953901950409,"October","UT",1251.6018,1288.46,40,44,1,NA,55,2,1,0,0,"Native, Born In US",8,"Administration of human resource programs (923)",5940,"Government - State","No","No","Employed-At Work",TRUE,32.2115
"14934",260454,150154090031103,"October","UT",1711.1088,2400,50,44,1,NA,64,1,1,0,0,"Native, Born In US",8,"Residential care facilities, without nursing (6232, 6233, 6239)",430,"Private, For Profit","No","No","Employed-At Work",FALSE,48
"14935",260501,910390228070044,"October","UT",2151.1649,769.23,40,44,1,NA,29,1,1,2,5,"Native, Born In US",8,"Outpatient care centers (6214)",3245,"Private, For Profit","No","No","Employed-At Work",FALSE,19.23075
"14936",260515,5951120004406,"October","VT",333.2601,961.53,50,45,1,NA,29,1,7,0,0,"Native, Born In US",1,"Administration of economic programs and space research (926, 927)",5250,"Government - State","Yes",NA,"Employed-At Work",FALSE,19.2306
"14937",260620,167495000039704,"October","VT",348.9346,1350,40,44,1,NA,48,1,1,2,6,"Native, Born In US",1,"Administration of environmental quality and housing programs (924, 925)",1965,"Government - State","Yes",NA,"Employed-At Work",FALSE,33.75
"14938",260653,404606955991780,"October","VT",367.9243,850,65,44,1,NA,60,2,5,0,0,"Native, Born In US",1,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-At Work",TRUE,13.0769230769231
"14939",260683,505961074909468,"October","VT",371.713,1200,40,44,1,NA,57,2,1,1,4,"Native, Born In US",1,"Outpatient care centers (6214)",2010,"Government - State","No","No","Employed-At Work",TRUE,30
"14940",260697,566914907065079,"October","VT",367.9243,1423.07,50,44,1,NA,60,2,1,0,0,"Native, Born In US",1,"Elementary and secondary schools (6111)",230,"Private, Nonprofit","No","No","Employed-At Work",TRUE,28.4614
"14941",260711,631030991544580,"October","VT",351.6359,580,35,44,1,NA,58,1,1,0,0,"Native, Born In US",1,"Home health care services (6216)",2010,"Private, For Profit","No","No","Employed-At Work",FALSE,16.5714285714286
"14942",260723,653050874549130,"October","VT",321.12,1000,50,44,1,NA,44,1,7,0,0,"Native, Born In US",1,"Restaurants and other food services (722 exc. 7224)",4040,"Private, For Profit","No","No","Employed-At Work",FALSE,20
"14943",260725,653050874549130,"October","VT",381.2773,1150,50,44,4,NA,25,1,7,0,0,"Native, Born Abroad Of US Parent(s)",1,"Elementary and secondary schools (6111)",800,"Private, Nonprofit","No","No","Employed-At Work",FALSE,23
"14944",260755,906506250010777,"October","VT",348.9346,1326.92,50,44,1,NA,46,1,1,2,8,"Native, Born In US",1,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",FALSE,26.5384
"14945",260764,961303007850340,"October","VT",313.2745,1005.2,40,44,1,NA,36,2,1,2,3,"Native, Born In US",1,"Architectural, engineering, and related services (5413)",1360,"Private, For Profit","No","No","Employed-At Work",TRUE,25.13
"14946",260800,110410840021500,"October","VT",296.4594,2028.84,40,44,1,NA,30,1,1,1,1,"Native, Born In US",1,"Scientific research and development services (5417)",1105,"Private, For Profit","No","No","Employed-At Work",FALSE,50.721
"14947",260801,110410840021500,"October","VT",354.0906,684,38,44,1,NA,29,2,1,1,1,"Native, Born In US",1,"Individual and family services (6241)",2025,"Private, Nonprofit","No","No","Employed-At Work",TRUE,18
"14948",260846,508010815069009,"October","VT",366.8953,1807,60,45,1,NA,56,1,1,1,4,"Native, Born In US",1,"Hospitals (622)",3060,"Private, Nonprofit","No","No","Employed-At Work",FALSE,30.1166666666667
"14949",260852,571300002150590,"October","VT",412.2237,625,36,44,1,NA,64,2,1,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","No","Employed-At Work",TRUE,17.3611111111111
"14950",260866,780331701840509,"October","VT",345.5227,400,25,44,1,NA,44,2,1,1,4,"Native, Born In US",1,"Furniture and home furnishings stores (442)",4760,"Private, For Profit","No","No","Employed-At Work",TRUE,16
"14951",260871,810269040699506,"October","VT",302.9145,865,50,46,1,NA,34,2,1,0,0,"Native, Born In US",1,"Soap, cleaning compound, and cosmetics manufacturing (3256)",565,"Private, For Profit","No","No","Employed-At Work",TRUE,17.3
"14952",260872,810269040699506,"October","VT",309.8011,769,60,46,1,NA,33,1,1,0,0,"Foreign Born, Not a US Citizen",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","Yes",NA,"Employed-At Work",FALSE,12.8166666666667
"14953",260880,910000155906880,"October","VT",394.3922,576,40,44,1,NA,51,2,1,0,0,"Native, Born In US",1,"Administration of human resource programs (923)",430,"Government - State","No","No","Employed-At Work",TRUE,14.4
"14954",260888,11314000750430,"October","VA",3333.1217,2173.07,40,44,1,NA,42,1,5,0,0,"Native, Born In US",5,"National security and international affairs (928)",840,"Government - Federal","No","No","Employed-Absent",FALSE,54.32675
"14955",260897,30011347500401,"October","VA",3209.0481,1846.15,50,46,1,NA,31,2,1,0,0,"Foreign Born, Not a US Citizen",5,"Legal services (5411)",500,"Private, For Profit","No","No","Employed-At Work",TRUE,36.923
"14956",260911,110860491870045,"October","VA",1867.7322,2500,72,46,4,NA,47,1,1,0,0,"Native, Born In US",5,"Nail salons and other personal care services (812113, 81219)",4520,"Private, For Profit","No","No","Employed-At Work",FALSE,34.7222222222222
"14957",260918,115986100007300,"October","VA",3313.2337,2750,40,45,1,NA,38,1,1,3,11,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",3010,"Private, Nonprofit","No","No","Employed-At Work",FALSE,68.75
"14958",260920,121495010063705,"October","VA",4227.0114,865.38,40,44,2,NA,45,1,1,0,0,"Native, Born In US",5,"Air transportation (481)",9030,"Private, For Profit","No","No","Employed-At Work",FALSE,21.6345
"14959",260923,130040703141005,"October","VA",2617.2229,1500,40,44,1,NA,52,2,5,0,0,"Native, Born In US",5,"Legal services (5411)",500,"Government - Federal","No","No","Employed-At Work",TRUE,37.5
"14960",260931,141375010034000,"October","VA",2573.7665,530,35,45,1,NA,55,2,7,0,0,"Native, Born In US",5,"Elementary and secondary schools (6111)",2310,"Government - Local","No","No","Employed-At Work",TRUE,15.1428571428571
"14961",260958,450109930599298,"October","VA",2307.268,769.23,50,44,1,NA,55,2,1,1,4,"Native, Born In US",5,"Elementary and secondary schools (6111)",2330,"Government - Local","No","No","Employed-At Work",TRUE,15.3846
"14962",260968,500090011063187,"October","VA",4118.532,500,30,44,1,NA,26,2,7,0,0,"Native, Born In US",5,"Religious organizations (8131)",2750,"Private, Nonprofit","No","No","Employed-At Work",TRUE,16.6666666666667
"14963",260969,500090011063187,"October","VA",3493.5491,500,30,44,1,NA,25,1,7,0,0,"Native, Born In US",5,"Grocery stores (4451)",5620,"Private, For Profit","No","No","Employed-At Work",FALSE,16.6666666666667
"14964",260999,804700775990721,"October","VA",2307.268,1961,45,46,1,NA,57,2,1,0,0,"Native, Born In US",5,"Water, steam, air-conditioning, and irrigation systems (22131, 22133)",430,"Private, For Profit","No","No","Employed-At Work",TRUE,43.5777777777778
"14965",261009,900509011110510,"October","VA",2519.4508,1923.07,40,44,1,NA,45,2,5,0,0,"Native, Born In US",5,"Other schools, instruction, and educational services (6116, 6117)",4760,"Private, For Profit","No","No","Employed-At Work",TRUE,48.07675
"14966",261025,15633140007407,"October","VA",3282.6803,807.69,40,44,1,NA,26,1,7,0,0,"Native, Born Abroad Of US Parent(s)",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit","No","No","Employed-At Work",FALSE,20.19225
"14967",261026,15901094907091,"October","VA",2569.2673,1442.3,40,44,2,NA,58,1,1,1,4,"Foreign Born, US Cit By Naturalization",5,"Scientific research and development services (5417)",430,"Private, For Profit","No","No","Employed-At Work",FALSE,36.0575
"14968",261050,44001933501761,"October","VA",2421.4564,1923,40,44,4,NA,48,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,"** Drugs, sundries, and chemical and allied products, merchant (wholesalerss*4242, 4246)",4850,"Private, For Profit","No","No","Employed-At Work",TRUE,48.075
"14969",261052,45071398500911,"October","VA",2567.3795,2884,40,44,1,NA,53,2,1,0,0,"Native, Born In US",5,"Other health care services (6215, 6219)",2550,"Private, For Profit","No","No","Employed-At Work",TRUE,72.1
"14970",261056,50110012562429,"October","VA",2499.0175,1200,40,44,1,NA,61,2,7,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",2850,"Private, For Profit","No","No","Employed-At Work",TRUE,30
"14971",261057,50110012562429,"October","VA",2524.7507,350,34,44,1,NA,59,2,7,0,0,"Native, Born In US",5,"Veterinary services (54194)",3420,"Private, For Profit","No","No","Employed-At Work",TRUE,10.2941176470588
"14972",261081,84011161540700,"October","VA",2816.6297,1516.94,40,44,1,NA,38,2,1,1,3,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",1006,"Private, Nonprofit","No","No","Employed-At Work",TRUE,37.9235
"14973",261084,90112012554160,"October","VA",2024.6062,2884.61,40,44,1,NA,50,1,1,2,10,"Native, Born In US",5,"National security and international affairs (928)",2340,"Government - Federal","Yes",NA,"Employed-At Work",FALSE,72.11525
"14974",261107,110110587770145,"October","VA",2816.6297,2115.38,40,45,1,NA,39,2,1,2,5,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",2100,"Government - Federal","No","Yes","Employed-At Work",TRUE,52.8845
"14975",261108,110220506910145,"October","VA",2086.806,1826.92,60,44,1,2,63,2,5,0,0,"Native, Born in PR or US Outlying Area",5,"National security and international affairs (928)",430,"Government - Federal","No","No","Employed-At Work",TRUE,30.4486666666667
"14976",261113,110730834400045,"October","VA",1594.1915,2884.61,40,44,4,NA,53,1,1,1,4,"Foreign Born, US Cit By Naturalization",5,"Colleges and universities, including junior colleges (6112, 6113)",1020,"Private, Nonprofit","No","No","Employed-At Work",FALSE,72.11525
"14977",261140,131070340440508,"October","VA",1852.7554,2884.61,45,45,1,NA,61,1,1,0,0,"Native, Born In US",5,"Other professional, scientific, and technical services (5419 exc. 54194)",1860,"Private, For Profit","No","No","Employed-At Work",FALSE,64.1024444444444
"14978",261149,154605010030400,"October","VA",2640.7456,1164,50,46,4,NA,42,1,1,1,3,"Foreign Born, US Cit By Naturalization",5,"Religious organizations (8131)",2040,"Private, Nonprofit","No","No","Employed-At Work",FALSE,23.28
"14979",261160,181710140771505,"October","VA",2122.2498,1923.07,30,44,1,NA,47,2,1,2,10,"Foreign Born, US Cit By Naturalization",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",430,"Government - Federal","No","No","Employed-At Work",TRUE,64.1023333333333
"14980",261205,450109900787795,"October","VA",2168.0024,1200,40,44,1,NA,59,2,1,0,0,"Native, Born In US",5,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,30
"14981",261236,504130714067101,"October","VA",2387.9889,1800,40,44,1,NA,50,1,1,1,4,"Native, Born In US",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4620,"Government - Local","No","No","Employed-At Work",FALSE,45
"14982",261270,596944000011109,"October","VA",3376.6833,865,40,44,2,NA,34,2,1,0,0,"Native, Born In US",5,"Investigation and security services (5616)",3930,"Private, For Profit","No","No","Employed-At Work",TRUE,21.625
"14983",261271,601159640229508,"October","VA",2458.5223,2884.61,45,44,4,NA,55,2,5,0,0,"Foreign Born, US Cit By Naturalization",5,"Business, professional, political, and similar organizations (8139 exc. 81393)",136,"Private, Nonprofit","No","No","Employed-At Work",TRUE,64.1024444444444
"14984",261280,615987110002807,"October","VA",3290.5389,2596.15,50,45,1,NA,44,1,1,2,3,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,"Government - Federal","No","No","Employed-At Work",FALSE,51.923
"14985",261308,747573449100960,"October","VA",2816.6297,1288.46,40,46,1,NA,38,2,1,3,8,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","No","Employed-At Work",TRUE,32.2115
"14986",261314,811269340519509,"October","VA",2145.9054,2159.09,55,44,1,NA,62,2,5,0,0,"Native, Born In US",5,"Elementary and secondary schools (6111)",2300,"Government - Local","Yes",NA,"Employed-At Work",TRUE,39.2561818181818
"14987",261315,811269340519509,"October","VA",2703.1295,1153.84,45,44,1,NA,33,2,1,0,0,"Native, Born In US",5,"Other personal services (8129)",100,"Private, For Profit","No","No","Employed-At Work",TRUE,25.6408888888889
"14988",261321,870111011554770,"October","VA",1594.1915,2403.84,50,44,4,NA,51,1,1,1,4,"Foreign Born, US Cit By Naturalization",5,"National security and international affairs (928)",800,"Government - Federal","No","No","Employed-At Work",FALSE,48.0768
"14989",261322,870111011554770,"October","VA",2204.6078,2096.15,40,46,1,NA,51,2,1,1,4,"Native, Born In US",5,"National security and international affairs (928)",430,"Government - Federal","No","No","Employed-At Work",TRUE,52.40375
"14990",261342,925021618549600,"October","VA",1876.7318,2038.46,45,44,1,NA,60,1,7,0,0,"Native, Born Abroad Of US Parent(s)",5,"Banking and related activities (521, 52211,52219)",1010,"Private, For Profit","No","No","Employed-At Work",FALSE,45.2991111111111
"14991",261343,940071585549670,"October","VA",2807.6424,576.92,37,44,1,NA,44,1,1,0,0,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",3850,"Government - State","No","No","Employed-At Work",FALSE,15.5924324324324
"14992",261348,941311003350190,"October","VA",3526.07,2884,40,44,6,NA,39,1,1,2,3,"Native, Born In US",5,"Other telecommunications services (*517 exc. 5171, 5175)",430,"Private, For Profit","No","No","Employed-At Work",FALSE,72.1
"14993",261349,941311003350190,"October","VA",3915.1417,1961,40,44,8,2,41,2,1,2,3,"Native, Born In US",5,"** Groceries and related products, merchant wholesalers (*4244)",50,"Private, For Profit","No","No","Employed-At Work",TRUE,49.025
"14994",261381,450106973777191,"October","VA",2140.823,826.92,40,44,1,NA,48,1,1,2,3,"Native, Born In US",5,"Other general government and support (92119)",430,"Government - Local","No","No","Employed-At Work",FALSE,20.673
"14995",261385,450109901040299,"October","VA",2372.7396,630.76,45,44,1,NA,63,2,1,0,0,"Native, Born In US",5,"Individual and family services (6241)",420,"Private, Nonprofit","No","No","Employed-At Work",TRUE,14.0168888888889
"14996",261388,560928109090159,"October","VA",2900.306,1057.69,50,44,1,NA,37,2,1,2,8,"Native, Born In US",5,"Elementary and secondary schools (6111)",230,"Government - Local","No","No","Employed-At Work",TRUE,21.1538
"14997",261430,50110064479621,"October","VA",3299.7578,2884.61,50,46,1,NA,57,1,1,8,10,"Native, Born In US",5,"Offices of physicians (6211)",3060,"Private, For Profit","No","No","Employed-At Work",FALSE,57.6922
"14998",261446,130650266151005,"October","VA",3107.3797,2307.69,50,44,1,NA,47,1,1,3,3,"Native, Born In US",5,"Health and personal care, except drug, stores (446 exc. 44611)",10,"Private, For Profit","No","No","Employed-At Work",FALSE,46.1538
"14999",261480,595974803084139,"October","VA",3281.0468,1000,80,45,1,NA,29,2,1,0,0,"Native, Born In US",5,"Hospitals (622)",3060,"Private, For Profit","No","No","Employed-At Work",TRUE,12.5
"15000",261494,30063633500521,"October","WA",2694.4431,442,40,44,1,NA,31,1,1,2,8,"Foreign Born, US Cit By Naturalization",9,"Employment services (5613)",1107,"Private, For Profit","No","No","Employed-At Work",FALSE,11.05
"15001",261511,81335006050330,"October","WA",2835.7543,2307.69,55,44,1,NA,45,2,6,0,0,"Native, Born In US",9,"Other administrative and other support services (5611, 5612, 5619)",4840,"Private, For Profit","No","No","Employed-At Work",TRUE,41.958
"15002",261523,143785030045034,"October","WA",3270.6245,2403.84,40,44,1,NA,48,1,1,0,0,"Foreign Born, US Cit By Naturalization",9,"Management of companies and enterprises (551)",10,"Private, For Profit","No","No","Employed-At Work",FALSE,60.096
"15003",261538,310009325243543,"October","WA",2864.5218,865.38,60,46,1,NA,32,2,7,0,0,"Foreign Born, Not a US Citizen",9,"Scientific research and development services (5417)",1240,"Private, Nonprofit","No","No","Employed-At Work",TRUE,14.423
"15004",261548,360050323631005,"October","WA",3146.0344,865,40,44,4,NA,57,1,1,1,4,"Foreign Born, US Cit By Naturalization",9,"3365",7630,"Private, For Profit","No","No","Employed-At Work",FALSE,21.625
"15005",261579,593994306056309,"October","WA",2573.1044,1153.84,40,44,1,NA,46,2,7,0,0,"Native, Born In US",9,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,28.846
"15006",261589,623300501360503,"October","WA",2769.5712,390,20,44,1,NA,39,1,1,2,3,"Native, Born In US",9,"Outpatient care centers (6214)",3245,"Private, Nonprofit","No","No","Employed-At Work",FALSE,19.5
"15007",261598,710003405018053,"October","WA",3405.4641,1650,31,46,4,NA,25,2,7,0,0,"Native, Born In US",9,"Offices of dentists (6212)",3010,"Private, For Profit","No","No","Employed-At Work",TRUE,53.2258064516129
"15008",261606,873929740189505,"October","WA",2372.9729,865.38,40,44,9,NA,31,1,1,0,0,"Native, Born In US",9,"Travel arrangements and reservation services (5615)",5410,"Private, Nonprofit","No","No","Employed-At Work",FALSE,21.6345
"15009",261625,50310117896708,"October","WA",2846.1149,769.23,40,44,1,NA,51,2,1,0,0,"Native, Born Abroad Of US Parent(s)",9,"Administration of human resource programs (923)",2010,"Government - State","Yes",NA,"Employed-At Work",TRUE,19.23075
"15010",261626,50310130137655,"October","WA",2883.7927,1200,40,44,1,NA,35,2,1,2,10,"Native, Born In US",9,"Elementary and secondary schools (6111)",2310,"Government - Local","No","Yes","Employed-At Work",TRUE,30
"15011",261648,95013416501061,"October","WA",3034.6124,980.76,40,44,1,NA,40,2,1,3,10,"Native, Born In US",9,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,24.519
"15012",261670,187615030062200,"October","WA",3312.7089,2019.23,50,44,1,NA,55,1,1,2,4,"Native, Born In US",9,"Hospitals (622)",350,"Private, For Profit","No","No","Employed-At Work",FALSE,40.3846
"15013",261678,201507873310859,"October","WA",3355.5857,666.4,35,44,1,NA,24,1,7,0,0,"Native, Born In US",9,"Other schools, instruction, and educational services (6116, 6117)",2340,"Private, For Profit","Yes",NA,"Employed-At Work",FALSE,19.04
"15014",261705,341500669111005,"October","WA",3177.6136,1346.15,40,44,4,NA,61,1,1,0,0,"Foreign Born, US Cit By Naturalization",9,"Computer systems design and related services (5415)",1106,"Private, For Profit","No","No","Employed-At Work",FALSE,33.65375
"15015",261754,635142064909673,"October","WA",3142.3946,1775,60,44,1,NA,59,1,1,0,0,"Native, Born In US",9,"Elementary and secondary schools (6111)",230,"Private, For Profit","No","Yes","Employed-At Work",FALSE,29.5833333333333
"15016",261763,735140130108304,"October","WA",3312.7089,425,40,44,1,NA,58,1,1,0,0,"Native, Born In US",9,"Waste management and remediation services (562)",10,"Private, For Profit","No","No","Employed-At Work",FALSE,10.625
"15017",261764,735140130108304,"October","WA",2798.858,300,20,44,1,NA,59,2,1,0,0,"Native, Born In US",9,"Libraries and archives (*51912)",5320,"Government - Local","No","No","Employed-At Work",TRUE,15
"15018",261766,735140130300304,"October","WA",2846.1149,769.23,40,44,1,NA,50,2,3,1,4,"Native, Born In US",9,"Outpatient care centers (6214)",2010,"Private, Nonprofit","No","No","Employed-At Work",TRUE,19.23075
"15019",261806,20132001458920,"October","WA",2558.5067,961,40,46,1,NA,34,2,7,0,0,"Native, Born In US",9,"Hospitals (622)",3050,"Government - Federal","No","No","Employed-At Work",TRUE,24.025
"15020",261813,97485430019105,"October","WA",2950.1471,865.38,47,44,8,NA,30,2,7,0,0,"Native, Born In US",9,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-At Work",TRUE,18.4123404255319
"15021",261831,597954109060369,"October","WA",3677.784,2270.83,55,45,7,1,41,1,1,3,11,"Native, Born In US",9,"Elementary and secondary schools (6111)",230,"Government - State","Yes",NA,"Employed-At Work",FALSE,41.2878181818182
"15022",261832,597954109060369,"October","WA",2558.5067,1166.66,50,44,1,NA,33,2,1,3,11,"Native, Born In US",9,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-At Work",TRUE,23.3332
"15023",261899,572988203099379,"October","WA",2689.9614,1621.62,50,44,1,NA,46,2,7,1,3,"Native, Born In US",9,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-At Work",TRUE,32.4324
"15024",261948,850309943145893,"October","WA",2624.5704,961.53,40,44,1,NA,32,1,1,2,8,"Native, Born In US",9,"Elementary and secondary schools (6111)",2330,"Government - Local","No","No","Employed-At Work",FALSE,24.03825
"15025",261965,450409932997795,"October","WV",1359.4163,2884.61,40,44,1,NA,55,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-Absent",TRUE,72.11525
"15026",262094,450409954932393,"October","WV",1197.6232,865,40,44,5,NA,50,2,6,3,14,"Foreign Born, US Cit By Naturalization",5,"Outpatient care centers (6214)",5700,"Private, For Profit","No","No","Employed-At Work",TRUE,21.625
"15027",262109,504605705991934,"October","WV",1491.366,576.92,40,44,1,NA,29,2,1,1,1,"Native, Born In US",5,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-At Work",TRUE,14.423
"15028",262239,63064305500391,"October","WV",870.6339,2028,40,45,4,NA,33,1,7,0,0,"Native, Born In US",5,"Hospitals (622)",3060,"Private, For Profit","No","No","Employed-At Work",FALSE,50.7
"15029",262240,67054381500071,"October","WV",585.0383,2884.61,40,45,1,NA,53,1,1,2,4,"Native, Born In US",5,"Other health care services (6215, 6219)",2100,"Private, For Profit","No","No","Employed-At Work",FALSE,72.11525
"15030",262241,67054381500071,"October","WV",678.5157,2096,40,44,1,NA,53,2,1,2,4,"Native, Born In US",5,"Administration of human resource programs (923)",136,"Government - Local","No","No","Employed-At Work",TRUE,52.4
"15031",262272,142865040034604,"October","WV",325.9378,650,40,45,1,NA,46,2,1,1,3,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",430,"Government - State","No","No","Employed-At Work",TRUE,16.25
"15032",262286,171343008750240,"October","WV",1233.4832,865.38,40,44,1,NA,46,2,7,0,0,"Native, Born In US",5,"Elementary and secondary schools (6111)",2430,"Government - Local","Yes",NA,"Employed-At Work",TRUE,21.6345
"15033",262351,621344004650480,"October","WV",329.5708,2884.61,40,44,1,NA,60,2,1,0,0,"Native, Born In US",5,"Elementary and secondary schools (6111)",2310,"Private, For Profit","Yes",NA,"Employed-At Work",TRUE,72.11525
"15034",262358,654270501770501,"October","WV",550.4611,1748.07,45,44,1,NA,62,1,7,0,0,"Native, Born In US",5,"Computer systems design and related services (5415)",1020,"Private, For Profit","No","No","Employed-At Work",FALSE,38.846
"15035",262392,155580440231505,"October","WI",1885.6648,2403,45,44,1,NA,35,1,1,2,5,"Native, Born In US",3,"Household appliance manufacturing (3352)",1430,"Private, For Profit","No","No","Employed-At Work",FALSE,53.4
"15036",262394,157315050095215,"October","WI",2610.2891,455,35,44,2,NA,40,2,7,0,0,"Native, Born In US",3,"Nursing care facilities (6231)",3600,"Private, For Profit","Yes",NA,"Employed-At Work",TRUE,13
"15037",262397,210001635905195,"October","WI",2475.9808,673.07,60,44,1,NA,38,2,1,2,3,"Native, Born In US",3,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",740,"Private, Nonprofit","No","No","Employed-At Work",TRUE,11.2178333333333
"15038",262423,509060113052519,"October","WI",2475.9808,1346.15,40,46,1,NA,35,2,1,1,2,"Native, Born In US",3,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",TRUE,33.65375
"15039",262425,510840552350145,"October","WI",1993.0479,1211.53,55,44,1,NA,41,1,1,3,10,"Native, Born In US",3,"** Construction (23)",220,"Private, For Profit","No","No","Employed-At Work",FALSE,22.0278181818182
"15040",262467,23095595500341,"October","WI",2562.3474,1230.76,50,46,1,NA,47,2,1,1,3,"Native, Born Abroad Of US Parent(s)",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit","No","No","Employed-At Work",TRUE,24.6152
"15041",262472,44505450013402,"October","WI",1863.4356,1760,44,44,3,NA,32,2,1,2,2,"Native, Born In US",3,"Elementary and secondary schools (6111)",2000,"Government - Local","No","No","Employed-At Work",TRUE,40
"15042",262473,45085567500341,"October","WI",2809.0839,2076.92,50,44,1,NA,50,1,1,1,4,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit","No","No","Employed-At Work",FALSE,41.5384
"15043",262477,50510020467497,"October","WI",2703.8335,788.46,50,46,1,NA,29,1,1,1,1,"Native, Born In US",3,"Scientific research and development services (5417)",1965,"Private, Nonprofit","No","No","Employed-At Work",FALSE,15.7692
"15044",262487,60025170540060,"October","WI",1932.3704,653.84,40,44,1,NA,64,2,4,0,0,"Native, Born In US",3,"Elementary and secondary schools (6111)",3610,"Government - Local","No","Yes","Employed-At Work",TRUE,16.346
"15045",262491,92795450950790,"October","WI",1904.2451,1153.84,40,46,1,NA,28,2,1,0,0,"Native, Born In US",3,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",TRUE,28.846
"15046",262496,145320440540500,"October","WI",1990.889,2884.61,50,44,1,NA,49,1,1,2,10,"Native, Born In US",3,"Coating, engraving, heat treating and allied activities (3328)",10,"Private, For Profit","No","No","Employed-At Work",FALSE,57.6922
"15047",262518,450507920467497,"October","WI",1709.2786,1153.84,65,44,1,NA,44,2,1,4,3,"Native, Born In US",3,"Elementary and secondary schools (6111)",2310,"Government - Local","No","No","Employed-At Work",TRUE,17.7513846153846
"15048",262525,481553005750640,"October","WI",2658.2867,1400,40,46,1,NA,37,1,1,2,1,"Native, Born In US",3,"Outpatient care centers (6214)",3160,"Private, For Profit","No","No","Employed-At Work",FALSE,35
"15049",262527,491553003550920,"October","WI",2710.3064,1538.46,45,44,1,NA,44,1,1,3,10,"Native, Born In US",3,"Resin, synthetic rubber and fibers, and filaments manufacturing (3252)",50,"Private, For Profit","No","No","Employed-At Work",FALSE,34.188
"15050",262528,491553003550920,"October","WI",2460.9341,1250,45,44,1,NA,43,2,1,3,10,"Native, Born In US",3,"Elementary and secondary schools (6111)",2320,"Government - Local","No","No","Employed-At Work",TRUE,27.7777777777778
