"","price","yrbuilt","stories","TLA","wall","beds","baths","halfbaths","frontage","depth","garage","garagesqft","rooms","lotsize","sdate","avalue","s1993","s1994","s1995","s1996","s1997","s1998","syear","age","geometry"
"21742",70000,1952,"one",801,"wood",2,1,0,38,117,"detached",320,4,4400,950614,52400,0,0,1,0,0,0,"1995",0.47,c(507502.687503052, 227044.124671124)
"21743",50000,1950,"one",720,"wood",2,1,0,40,117,"detached",352,4,4700,940503,51228,0,1,0,0,0,0,"1994",0.49,c(507514.673247411, 227044.083017742)
"21744",72000,1927,"two",946,"metlvnyl",3,1,0,40,117,"detached",484,6,4700,960516,53228,0,0,0,1,0,0,"1996",0.72,c(507527.0765291, 227044.147141381)
"21745",160000,1981,"two",2537,"partbrk",3,2,1,102,139,"attached",475,8,14200,930520,161228,1,0,0,0,0,0,"1993",0.18,c(504333.35242035, 227086.093673581)
"21746",70000,1948,"one",963,"stone",2,1,1,68,157,"attached",286,5,10600,970421,71228,0,0,0,0,1,0,"1997",0.51,c(518056.171075167, 226919.309309885)
"21747",120500,1972,"two",1952,"partbrk",4,1,2,96,135,"attached",484,8,13000,960318,105628,0,0,0,1,0,0,"1996",0.27,c(504238.4128619, 227088.789621962)
"21748",40000,1950,"one",659,"wood",2,1,0,39,125,"detached",400,4,4900,930415,39028,1,0,0,0,0,0,"1993",0.49,c(511677.613277141, 226995.121534601)
"21749",46000,1941,"one",690,"wood",3,1,0,37,125,"detached",512,5,4600,960614,35914,0,0,0,1,0,0,"1996",0.58,c(511734.383581657, 226995.319571262)
"21750",61000,1926,"one",1178,"wood",3,1,0,37,125,"detached",240,6,4600,970801,44028,0,0,0,0,1,0,"1997",0.73,c(511745.621666589, 226995.405072363)
"21751",54000,1950,"one",927,"stucdrvt",2,1,0,75,0,"attached",320,4,7200,970306,56200,0,0,0,0,1,0,"1997",0.49,c(507576.648850735, 227047.736668646)
"21752",75000,1950,"one",1117,"wood",3,1,0,75,0,"no garage",0,6,7200,980521,57400,0,0,0,0,0,1,"1998",0.49,c(507611.692006645, 227047.73484544)
"21753",58500,1946,"one",1476,"wood",3,1,0,60,125,"detached",484,6,7500,930503,71400,1,0,0,0,0,0,"1993",0.53,c(518317.205167129, 226919.69935122)
"21754",71500,1974,"bilevel",1982,"wood",3,2,1,50,143,"attached",504,7,7100,930504,81514,1,0,0,0,0,0,"1993",0.25,c(517196.495845617, 226933.286213376)
"21755",54000,1952,"one",796,"wood",2,1,0,39,125,"detached",308,4,4900,970620,43314,0,0,0,0,1,0,"1997",0.47,c(511882.472005151, 226996.075015483)
"21756",35000,1922,"one",898,"wood",2,1,0,44,262,"detached",380,5,11500,970505,43714,0,0,0,0,1,0,"1997",0.77,c(508722.010244029, 227035.242210557)
"21757",50900,1956,"one",1300,"wood",2,1,1,40,118,"detached",528,5,4700,940505,54914,0,1,0,0,0,0,"1994",0.43,c(511245.406247857, 227005.614160591)
"21758",125000,1955,"one",1626,"partbrk",2,2,0,109,186,"attached",441,6,20300,960816,112428,0,0,0,1,0,0,"1996",0.44,c(503567.710492581, 227103.889717364)
"21759",109000,1957,"one",1377,"brick",2,1,1,105,192,"attached",437,6,20200,960229,101514,0,0,0,1,0,0,"1996",0.42,c(503633.042671769, 227103.13310467)
"21760",91000,1955,"one",1012,"brick",3,1,0,103,199,"attached",460,5,20500,950427,81400,0,0,1,0,0,0,"1995",0.44,c(503696.378958125, 227102.514638774)
"21761",135000,1955,"one",1479,"partbrk",2,1,0,100,205,"attached",506,7,20500,980915,100028,0,0,0,0,0,1,"1998",0.44,c(503757.966074609, 227101.808841024)
"21762",89900,1966,"one",1216,"brick",3,1,0,58,116,"detached",384,5,6700,970424,81714,0,0,0,0,1,0,"1997",0.33,c(517425.071778891, 226934.014518063)
"21763",66000,1950,"one",1248,"wood",3,1,0,40,125,"detached",315,5,5000,950828,64514,0,0,1,0,0,0,"1995",0.49,c(518287.292591627, 226924.367944507)
"21764",43000,1929,"one",924,"wood",2,1,0,75,118,"detached",484,5,8900,950919,52314,0,0,1,0,0,0,"1995",0.7,c(511846.650562997, 227000.508707879)
"21765",50000,1962,"one",945,"partbrk",3,1,0,50,181,"detached",352,5,9100,930126,50028,1,0,0,0,0,0,"1993",0.37,c(511663.734187824, 227003.732202187)
"21766",67500,1928,"two",1134,"wood",3,1,0,40,120,"detached",440,6,4800,980401,57428,0,0,0,0,0,1,"1998",0.71,c(512097.753914616, 226998.574178885)
"21767",146000,1994,"one",1352,"partbrk",3,2,1,65,133,"attached",462,6,8645,980529,123514,0,0,0,0,0,1,"1998",0.05,c(503881.839939184, 227102.944329801)
"21768",177000,1994,"two",2336,"partbrk",4,2,1,56,0,"attached",506,8,10666,950626,179828,0,0,1,0,0,0,"1995",0.05,c(503924.368789786, 227102.492346609)
"21769",58000,1962,"one",1170,"metlvnyl",3,1,0,50,168,"no garage",0,5,8400,970801,59114,0,0,0,0,1,0,"1997",0.37,c(511633.280609561, 227004.658269827)
"21770",45000,1927,"one",1302,"wood",4,1,0,36,119,"detached",324,7,4300,950606,54828,0,0,1,0,0,0,"1995",0.72,c(511792.241654856, 227002.835842601)
"21771",65000,1955,"one",922,"wood",3,1,0,50,131,"detached",308,5,6600,930629,66514,1,0,0,0,0,0,"1993",0.44,c(517755.59160042, 226932.927754264)
"21772",200000,1994,"two",2065,"partbrk",4,2,1,65,135,"attached",546,8,8645,970520,171628,0,0,0,0,1,0,"1997",0.05,c(503901.90864639, 227103.567218669)
"21773",53500,1913,"one",736,"wood",2,1,0,40,106,"detached",576,5,4200,980918,33000,0,0,0,0,0,1,"1998",0.86,c(518685.07150173, 226923.677397187)
"21774",67000,1949,"one",967,"brick",2,1,0,68,157,"attached",276,5,10600,950522,60228,0,0,1,0,0,0,"1995",0.5,c(517974.407281653, 226931.784606277)
"21775",37048,1929,"one",978,"wood",2,2,0,45,130,"detached",308,5,5900,961231,51514,0,0,0,1,0,0,"1996",0.7,c(517888.437552849, 226932.978774171)
"21776",48000,1956,"one",920,"wood",3,1,0,62,123,"carport",240,5,7400,940428,67714,0,1,0,0,0,0,"1994",0.43,c(510264.340902155, 227023.563749723)
"21777",116500,1973,"two",2284,"partbrk",4,2,1,93,130,"attached",637,8,12100,940329,118228,0,1,0,0,0,0,"1994",0.26,c(504097.93160731, 227103.307213335)
"21778",85000,1955,"one",1080,"brick",3,1,0,55,120,"detached",352,5,6600,961017,71200,0,0,0,1,0,0,"1996",0.44,c(517566.456001313, 226938.29443681)
"21779",50000,1958,"one",999,"brick",3,1,0,51,137,"detached",280,5,7000,980914,57828,0,0,0,0,0,1,"1998",0.41,c(510053.973560154, 227028.166934062)
"21780",26500,1945,"one",640,"wood",2,1,0,40,136,"no garage",0,4,5400,940902,36114,0,1,0,0,0,0,"1994",0.54,c(507832.379319026, 227056.147933871)
"21781",143000,1977,"two",2276,"brick",4,2,1,80,300,"attached",484,7,24200,980827,150428,0,0,0,0,0,1,"1998",0.22,c(498504.011023153, 227181.039929173)
"21782",75500,1928,"two",1212,"wood",3,1,0,40,120,"detached",625,6,4800,960516,63428,0,0,0,1,0,0,"1996",0.71,c(512219.663869511, 227002.763700606)
"21783",74000,1929,"one",1306,"wood",4,1,0,60,206,"detached",400,7,12400,970602,56314,0,0,0,0,1,0,"1997",0.7,c(503388.066802104, 227115.275915719)
"21784",41000,1954,"one",792,"wood",2,1,0,40,132,"detached",308,4,5300,951027,43514,0,0,1,0,0,0,"1995",0.45,c(507933.10476344, 227056.757916968)
"21785",44000,1928,"two",1163,"wood",3,1,1,40,120,"detached",576,6,4800,940330,57514,0,1,0,0,0,0,"1994",0.71,c(512244.062217088, 227003.579437507)
"21786",34500,1917,"one",656,"wood",2,1,0,40,106,"detached",240,4,4200,980302,25314,0,0,0,0,0,1,"1998",0.82,c(518648.929232868, 226929.525036795)
"21787",63000,1951,"one",775,"wood",3,1,0,53,134,"detached",528,5,7200,980529,45200,0,0,0,0,0,1,"1998",0.48,c(517238.670490873, 226945.578833878)
"21788",87000,1964,"one",1288,"brick",3,1,0,80,253,"attached",420,5,20200,930831,86428,1,0,0,0,0,0,"1993",0.35,c(505008.875309753, 227095.771488119)
"21789",35000,1945,"one",688,"wood",2,1,0,40,120,"detached",280,4,4800,930317,46114,1,0,0,0,0,0,"1993",0.54,c(512283.702805822, 227005.210724523)
"21790",76000,1927,"two",1159,"wood",3,1,0,40,120,"detached",504,6,4800,970102,55428,0,0,0,0,1,0,"1997",0.72,c(512308.013885184, 227005.694503348)
"21791",75000,1960,"one",999,"brick",2,1,0,51,136,"detached",440,5,6900,960409,65114,0,0,0,1,0,0,"1996",0.39,c(510068.610810152, 227033.872605172)
"21792",91900,1957,"one",1412,"partbrk",3,1,1,80,131,"attached",420,6,10500,960912,78800,0,0,0,1,0,0,"1996",0.42,c(507033.755256337, 227072.553163323)
"21793",74900,1926,"two",1151,"wood",3,1,0,40,120,"detached",440,6,4800,960813,57628,0,0,0,1,0,0,"1996",0.73,c(512356.728643232, 227007.438717681)
"21794",57100,1947,"two",966,"stone",2,1,0,48,119,"detached",280,5,5700,980323,55200,0,0,0,0,0,1,"1998",0.52,c(511792.147189229, 227015.610720317)
"21795",101000,1959,"one",1149,"brick",2,1,0,111,253,"attached",400,5,28100,970502,84000,0,0,0,0,1,0,"1997",0.4,c(505165.829317933, 227099.606197294)
"21796",56500,1951,"one",1131,"wood",3,1,0,40,120,"detached",280,5,4800,940819,54228,0,1,0,0,0,0,"1994",0.48,c(512406.02460804, 227009.065168898)
"21797",71000,1954,"two",1329,"partbrk",3,1,0,60,125,"detached",484,6,7500,970619,70800,0,0,0,0,1,0,"1997",0.45,c(518175.952708185, 226941.839120654)
"21798",93500,1978,"one",1278,"metlvnyl",4,2,0,47,130,"detached",352,6,6100,970401,73228,0,0,0,0,1,0,"1997",0.21,c(517794.547135783, 226947.703715767)
"21799",72000,1954,"one",1289,"brick",2,1,0,50,129,"detached",480,4,6500,940620,65514,0,1,0,0,0,0,"1994",0.45,c(517755.182680217, 226948.260715534)
"21800",58000,1950,"one",1072,"wood",3,1,0,45,130,"detached",280,5,5900,940518,48914,0,1,0,0,0,0,"1994",0.49,c(517888.099014048, 226947.20018047)
"21801",60000,1957,"one",1125,"wood",3,1,0,40,129,"detached",352,5,5200,970811,46428,0,0,0,0,1,0,"1997",0.42,c(510999.721691964, 227028.616183501)
"21802",36500,1949,"one",1186,"wood",2,1,0,45,119,"detached",352,4,5400,950613,47000,0,0,1,0,0,0,"1995",0.5,c(511846.455643779, 227018.727522923)
"21803",75000,1955,"one",1366,"brick",3,1,1,130,130,"attached",720,6,16900,950105,82628,0,0,1,0,0,0,"1995",0.44,c(506763.026575537, 227082.468199327)
"21804",55000,1947,"one",1124,"wood",3,1,0,40,120,"detached",308,5,4800,950831,46228,0,0,1,0,0,0,"1995",0.52,c(512484.968694453, 227012.00056342)
"21805",47000,1946,"one",672,"wood",2,1,0,40,129,"detached",320,4,5200,960328,34514,0,0,0,1,0,0,"1996",0.53,c(511076.226952737, 227029.455722412)
"21806",24000,1913,"one",648,"wood",2,1,0,40,129,"no garage",0,4,5200,970602,23914,0,0,0,0,1,0,"1997",0.86,c(511088.383197239, 227029.751109218)
"21807",67000,1897,"two",1786,"wood",5,2,0,56,225,"no garage",0,8,12600,970109,56028,0,0,0,0,1,0,"1997",1.02,c(508757.515808204, 227058.788319003)
"21808",40500,1924,"one",1216,"wood",3,1,1,60,129,"detached",400,5,7700,940822,34628,0,1,0,0,0,0,"1994",0.75,c(511109.359895426, 227029.827414814)
"21809",80000,1955,"one",1040,"brick",3,1,0,55,120,"detached",528,5,6600,980520,70000,0,0,0,0,0,1,"1998",0.44,c(517514.453955263, 226954.76890863)
"21810",38000,1916,"one",888,"partbrk",2,1,0,45,126,"no garage",0,5,5700,940926,37314,0,1,0,0,0,0,"1994",0.83,c(507118.344342481, 227080.578526597)
"21811",61800,1929,"two",1428,"metlvnyl",3,1,0,40,120,"detached",380,6,4800,950511,61028,0,0,1,0,0,0,"1995",0.7,c(512533.679338469, 227013.412786489)
"21812",137000,1955,"one",1713,"brick",3,2,1,94,0,"basement",400,7,38200,980421,121114,0,0,0,0,0,1,"1998",0.44,c(503448.766911564, 227129.241534614)
"21813",86000,1929,"one",1649,"wood",3,2,0,40,207,"detached",432,6,8300,980603,65314,0,0,0,0,0,1,"1998",0.7,c(503387.600575467, 227130.277590768)
"21814",55500,1929,"two",1126,"wood",3,1,0,40,120,"detached",216,6,4800,980831,53314,0,0,0,0,0,1,"1998",0.7,c(512558.245389876, 227014.338633417)
"21815",35000,1925,"one",900,"wood",2,1,0,39,129,"detached",276,4,5000,950828,35028,0,0,1,0,0,0,"1995",0.74,c(511209.259398543, 227031.048350462)
"21816",78000,1955,"one",1265,"brick",2,1,1,60,120,"detached",440,5,7200,940718,79628,0,1,0,0,0,0,"1994",0.44,c(517654.794897447, 226955.174778807)
"21817",61000,1925,"two",1816,"wood",4,2,0,108,0,"detached",396,7,4700,940422,68314,0,1,0,0,0,0,"1994",0.74,c(518552.227607079, 226946.048864241)
"21818",58000,1953,"one",1167,"metlvnyl",2,1,1,60,115,"detached",440,4,6900,970408,68600,0,0,0,0,1,0,"1997",0.46,c(507451.293194363, 227080.435427805)
"21819",64900,1927,"two",1254,"wood",3,1,0,40,115,"detached",576,6,4600,950530,59914,0,0,1,0,0,0,"1995",0.72,c(507417.50563076, 227080.977395472)
"21820",54000,1960,"one",905,"brick",2,1,0,50,110,"attached",300,4,5500,930805,51028,1,0,0,0,0,0,"1993",0.39,c(507541.190781993, 227080.511578939)
"21821",45000,1958,"one",936,"wood",3,1,0,51,135,"detached",308,5,6900,940318,55314,0,1,0,0,0,0,"1994",0.41,c(510113.327158165, 227048.758305861)
"21822",56000,1925,"one",842,"wood",2,1,0,45,256,"detached",192,5,11500,950922,44314,0,0,1,0,0,0,"1995",0.74,c(503299.70138293, 227136.557679841)
"21823",61500,1949,"one",1246,"wood",3,1,0,72,125,"detached",400,5,9000,960423,59114,0,0,0,1,0,0,"1996",0.5,c(507254.083351327, 227085.396343635)
"21824",57500,1955,"one",1147,"metlvnyl",3,1,0,53,110,"detached",280,5,5800,970423,61714,0,0,0,0,1,0,"1997",0.44,c(507767.244392001, 227078.968496643)
"21825",96000,1974,"bilevel",1484,"partbrk",3,1,0,50,148,"attached",504,6,7400,980626,81114,0,0,0,0,0,1,"1998",0.25,c(517195.197486653, 226965.40168198)
"21826",65000,1912,"two",1654,"wood",3,1,1,90,130,"detached",560,7,11700,940119,63114,0,1,0,0,0,0,"1994",0.87,c(507278.389026123, 227085.419041739)
"21827",62000,1947,"one",1306,"metlvnyl",2,1,0,129,256,"detached",925,6,33000,930525,70428,1,0,0,0,0,0,"1993",0.52,c(505551.418398688, 227108.352080212)
"21828",78700,1940,"one+half",1170,"metlvnyl",3,1,1,60,125,"attached",360,7,7500,970502,68200,0,0,0,0,1,0,"1997",0.59,c(507330.914737568, 227085.63685908)
"21829",64500,1947,"two",1262,"partbrk",2,1,0,48,119,"detached",400,6,5700,980323,65114,0,0,0,0,0,1,"1998",0.52,c(511791.909219208, 227030.275633135)
"21830",60000,1976,"two",1325,"partbrk",3,1,1,45,120,"detached",576,6,5400,980126,67200,0,0,0,0,0,1,"1998",0.23,c(507818.69805001, 227079.981003168)
"21831",53500,1952,"one",958,"metlvnyl",3,1,0,40,118,"detached",280,5,4700,961011,43800,0,0,0,1,0,0,"1996",0.47,c(507618.380511138, 227082.749953496)
"21832",50000,1955,"one",892,"wood",2,1,1,40,120,"detached",576,4,4800,930730,56028,1,0,0,0,0,0,"1993",0.44,c(512718.958847111, 227019.846387013)
"21833",45000,1941,"one",896,"wood",2,1,0,46,120,"detached",240,5,5500,950524,51228,0,0,1,0,0,0,"1995",0.58,c(507832.690980302, 227080.691919851)
"21834",49000,1927,"two",1776,"wood",4,1,0,45,120,"detached",440,8,5400,930621,65514,1,0,0,0,0,0,"1993",0.72,c(507846.758671493, 227080.735454282)
"21835",116000,1977,"two",1688,"partbrk",3,1,1,40,136,"attached",440,7,5400,940621,106628,0,1,0,0,0,0,"1994",0.22,c(498317.517841593, 227208.087446576)
"21836",41500,1953,"one",864,"wood",3,1,0,40,125,"detached",280,5,5000,950726,37228,0,0,1,0,0,0,"1995",0.46,c(511702.881799705, 227033.246377352)
"21837",35000,1952,"one",726,"wood",2,1,0,65,125,"detached",484,4,8100,930507,41714,1,0,0,0,0,0,"1993",0.47,c(511718.448858549, 227033.390251882)
"21838",74500,1960,"one",1668,"brick",2,1,0,47,130,"detached",480,4,6100,931108,86028,1,0,0,0,0,0,"1993",0.39,c(517794.129330181, 226962.259251444)
"21839",57000,1958,"one",1047,"brick",3,1,0,50,135,"detached",484,5,6800,930802,59314,1,0,0,0,0,0,"1993",0.41,c(510128.365314705, 227053.237293487)
"21840",71000,1957,"one",1064,"wood",3,1,0,75,125,"detached",440,5,9400,960607,68914,0,0,0,1,0,0,"1996",0.42,c(511762.31769145, 227033.63435498)
"21841",49000,1954,"one",1157,"wood",3,1,0,40,120,"no garage",0,5,4800,930329,54028,1,0,0,0,0,0,"1993",0.45,c(512791.989688366, 227022.522998211)
"21842",56100,1928,"two",1201,"wood",3,1,0,40,120,"detached",440,6,4800,940829,56914,0,1,0,0,0,0,"1994",0.71,c(512804.230398388, 227022.931318467)
"21843",44000,1953,"one",820,"wood",2,1,0,40,125,"detached",360,5,5000,961127,46028,0,0,0,1,0,0,"1996",0.46,c(511882.436459145, 227034.285555419)
"21844",63500,1953,"one",871,"wood",2,1,0,40,125,"detached",380,4,5000,960827,45028,0,0,0,1,0,0,"1996",0.46,c(511894.589950063, 227034.360173388)
"21845",37000,1948,"one",672,"wood",2,1,0,40,120,"detached",280,4,4800,951002,45514,0,0,1,0,0,0,"1995",0.51,c(512895.319598681, 227025.280979437)
"21846",82000,1955,"one",1080,"brick",3,1,0,55,120,"detached",432,5,6600,960716,63800,0,0,0,1,0,0,"1996",0.44,c(517514.311629775, 226971.542834252)
"21847",104000,1947,"one+half",2133,"partbrk",3,2,1,230,245,"attached",504,6,56400,960917,111000,0,0,0,1,0,0,"1996",0.52,c(505776.334161881, 227115.314727948)
"21848",55000,1947,"one",1040,"wood",3,1,0,40,120,"detached",440,5,4800,930706,59828,1,0,0,0,0,0,"1993",0.52,c(512121.597315957, 227036.051256999)
"21849",70000,1945,"one",999,"wood",2,1,0,40,120,"detached",400,5,4800,980720,58000,0,0,0,0,0,1,"1998",0.54,c(518431.969863765, 226962.505437488)
"21850",84500,1955,"one",1032,"partbrk",2,1,0,90,130,"attached",448,5,11700,980716,62800,0,0,0,0,0,1,"1998",0.44,c(509082.16364772, 227073.819702467)
"21851",35000,1947,"one",720,"wood",2,1,0,40,120,"detached",308,4,4800,961008,44428,0,0,0,1,0,0,"1996",0.52,c(512133.753485451, 227036.348394588)
"21852",56200,1947,"one",1014,"wood",3,1,0,40,120,"detached",280,6,4800,941103,55828,0,1,0,0,0,0,"1994",0.52,c(512145.912342181, 227036.867671712)
"21853",97000,1949,"one",1252,"brick",2,1,1,100,240,"attached",488,6,24000,970912,78400,0,0,0,0,1,0,"1997",0.5,c(505826.967309948, 227117.212385942)
"21854",50000,1948,"one",872,"wood",2,1,0,44,122,"detached",352,5,8500,960430,55400,0,0,0,1,0,0,"1996",0.51,c(512975.440376499, 227029.207263993)
"21855",52900,1947,"one",720,"metlvnyl",2,1,0,40,120,"detached",300,4,4800,970902,43314,0,0,0,0,1,0,"1997",0.52,c(512231.182675203, 227039.834811574)
"21856",41000,1922,"one",640,"wood",2,1,0,40,106,"detached",440,5,4200,940302,36200,0,1,0,0,0,0,"1994",0.77,c(518732.887111849, 226964.239522265)
"21857",52750,1922,"one",912,"wood",3,1,0,40,106,"no garage",0,6,4200,940727,41514,0,1,0,0,0,0,"1994",0.77,c(518720.839323697, 226966.151616091)
"21858",60000,1947,"one",1053,"metlvnyl",3,1,0,40,120,"attached",440,5,4800,980223,53028,0,0,0,0,0,1,"1998",0.52,c(512283.057077209, 227041.318171803)
"21859",47500,1947,"one",702,"wood",2,1,0,40,120,"detached",576,4,4800,950607,46828,0,0,1,0,0,0,"1995",0.52,c(512295.21591192, 227041.837699047)
"21860",60000,1947,"one",846,"metlvnyl",2,1,0,40,120,"detached",576,4,4800,970730,53428,0,0,0,0,1,0,"1997",0.52,c(512307.374744646, 227042.357246655)
"21861",65000,1955,"one",1048,"brick",3,1,0,40,120,"detached",320,4,4800,930511,63914,1,0,0,0,0,0,"1993",0.44,c(518371.646863895, 226971.958479126)
"21862",60000,1965,"one",1008,"brick",2,1,1,40,120,"detached",320,4,4800,970714,50828,0,0,0,0,1,0,"1997",0.34,c(512319.615458326, 227042.764749675)
"21863",49000,1947,"one",1110,"wood",2,1,0,40,120,"detached",432,6,4800,931105,55028,1,0,0,0,0,0,"1993",0.52,c(512343.930431789, 227043.581827763)
"21864",176000,1980,"two",2572,"partbrk",4,3,1,100,128,"attached",529,6,12800,970228,181028,0,0,0,0,1,0,"1997",0.19,c(504338.397490544, 227146.786496377)
"21865",50000,1947,"one",995,"wood",2,1,0,40,120,"no garage",0,4,4800,960821,47914,0,0,0,1,0,0,"1996",0.52,c(512392.893257336, 227045.212210308)
"21866",73000,1947,"one+half",2235,"brick",4,2,0,80,120,"detached",837,9,9600,950703,97114,0,0,1,0,0,0,"1995",0.52,c(512423.870190286, 227046.282378297)
"21867",189500,1981,"two",2600,"partbrk",5,2,1,80,152,"attached",440,9,12200,980428,161228,0,0,0,0,0,1,"1998",0.18,c(504365.80137959, 227148.202613502)
"21868",30500,1943,"one",672,"wood",2,1,0,43,120,"detached",308,4,5200,930129,38000,1,0,0,0,0,0,"1993",0.56,c(512510.389965134, 227049.348796003)
"21869",72000,1955,"one",1251,"brick",2,1,0,55,120,"detached",576,5,6600,941014,71114,0,1,0,0,0,0,"1994",0.44,c(517654.354489005, 226989.724059263)
"21870",56000,1948,"one",1154,"wood",3,1,1,61,136,"attached",280,6,8200,980901,68600,0,0,0,0,0,1,"1998",0.51,c(517945.663859673, 226988.31333729)
"21871",110000,1974,"two",1950,"partbrk",4,2,1,63,143,"attached",460,7,9000,960227,114000,0,0,0,1,0,0,"1996",0.25,c(504757.701406505, 227149.4920685)
"21872",77000,1974,"bilevel",1356,"partbrk",3,1,1,50,153,"attached",432,6,7600,950626,76514,0,0,1,0,0,0,"1995",0.25,c(517193.983634495, 226997.627265275)
"21873",49900,1971,"one",1008,"wood",3,1,0,40,106,"no garage",0,6,4200,971219,53000,0,0,0,0,1,0,"1997",0.28,c(518624.541709634, 226981.559214682)
"21874",49700,1943,"one",680,"wood",2,1,0,43,120,"detached",396,4,5200,940812,41914,0,1,0,0,0,0,"1994",0.56,c(512588.995310545, 227051.84509644)
"21875",59500,1942,"one",1108,"wood",3,1,0,40,120,"detached",400,5,4800,930331,61200,1,0,0,0,0,0,"1993",0.57,c(518284.818929796, 226985.597982568)
"21876",63000,1958,"one",1025,"brick",3,1,0,60,135,"detached",280,5,8300,931103,62200,1,0,0,0,0,0,"1993",0.41,c(510261.893731, 227081.464708196)
"21877",42500,1943,"one",672,"wood",2,1,0,43,120,"detached",440,4,5200,930802,39114,1,0,0,0,0,0,"1993",0.56,c(512615.143823559, 227052.863153198)
"21878",69000,1954,"one",837,"wood",2,1,0,40,122,"detached",308,4,4900,960514,52000,0,0,0,1,0,0,"1996",0.45,c(517860.803120855, 226991.827875106)
"21879",47000,1942,"one",672,"wood",2,1,0,43,120,"no garage",0,4,5200,940519,40914,0,1,0,0,0,0,"1994",0.57,c(512640.95809386, 227053.774251086)
"21880",62000,1946,"one",1482,"metlvnyl",3,1,1,74,124,"attached",414,7,9200,941206,89114,0,1,0,0,0,0,"1994",0.53,c(517886.891528488, 226994.97601666)
"21881",123900,1960,"multilvl",2266,"partbrk",3,1,1,90,167,"attached",500,7,15000,980225,120000,0,0,0,0,0,1,"1998",0.39,c(504808.298060109, 227154.937574013)
"21882",67500,1948,"one",1110,"wood",3,1,0,40,120,"detached",280,6,4800,980915,52828,0,0,0,0,0,1,"1998",0.51,c(512705.910526136, 227056.102922774)
"21883",115500,1960,"one",1791,"brick",3,1,2,104,169,"attached",572,8,17600,950224,113228,0,0,1,0,0,0,"1995",0.39,c(504837.112229952, 227156.003741388)
"21884",54000,1947,"one",719,"wood",2,1,0,40,120,"detached",400,4,4800,961011,48514,0,0,0,1,0,0,"1996",0.52,c(512730.225395868, 227056.921294978)
"21885",57000,1947,"one",1200,"wood",3,1,0,40,120,"detached",484,5,4800,940531,60228,0,1,0,0,0,0,"1994",0.52,c(512766.780912704, 227058.148005804)
"21886",112500,1963,"one",1768,"brick",3,1,1,95,169,"attached",550,7,16100,961016,114828,0,0,0,1,0,0,"1996",0.36,c(504893.728764481, 227157.149981255)
"21887",107500,1961,"one",1471,"brick",3,1,1,52,0,"attached",420,7,16600,980416,95114,0,0,0,0,0,1,"1998",0.38,c(505103.870318586, 227154.62166915)
"21888",110000,1960,"one",1728,"partbrk",4,1,2,103,159,"attached",525,7,15900,940502,110914,0,1,0,0,0,0,"1994",0.39,c(504947.59018349, 227157.666278548)
"21889",47900,1947,"one",972,"wood",2,1,0,40,136,"detached",280,4,5400,950501,44028,0,0,1,0,0,0,"1995",0.52,c(510880.450826766, 227083.507223313)
"21890",40000,1949,"one",720,"wood",2,1,0,40,136,"no garage",0,4,5400,961113,35428,0,0,0,1,0,0,"1996",0.5,c(510904.925516011, 227083.762140446)
"21891",46900,1948,"one",672,"wood",2,1,0,40,134,"detached",528,4,5400,940518,39200,0,1,0,0,0,0,"1994",0.51,c(510965.775925233, 227084.126229328)
"21892",281000,1989,"two",3211,"brick",4,2,1,100,183,"attached",561,9,18300,960625,256228,0,0,0,1,0,0,"1996",0.1,c(498862.223454507, 227243.242203078)
"21893",45000,1927,"one",1098,"metlvnyl",2,1,0,40,132,"detached",360,5,5300,950712,52628,0,0,1,0,0,0,"1995",0.72,c(511026.795492918, 227084.710906808)
"21894",57900,1954,"one",1392,"partbrk",4,1,0,80,130,"detached",400,6,10400,951026,66914,0,0,1,0,0,0,"1995",0.45,c(506044.028409705, 227147.611412508)
"21895",52000,1950,"one",948,"wood",2,1,0,40,120,"detached",280,4,4800,950728,59714,0,0,1,0,0,0,"1995",0.49,c(518188.435454776, 227000.679122466)
"21896",38600,1948,"one",672,"ccbtile",2,1,0,40,120,"detached",352,4,4800,980526,38028,0,0,0,0,0,1,"1998",0.51,c(512906.836241329, 227062.464225988)
"21897",39500,1949,"one",735,"wood",2,1,0,40,131,"detached",320,4,5200,940421,33028,0,1,0,0,0,0,"1994",0.5,c(511051.105079829, 227085.07941657)
"21898",67000,1953,"one",912,"metlvnyl",3,1,0,50,123,"detached",352,5,6200,970819,48514,0,0,0,0,1,0,"1997",0.46,c(517769.158076496, 227006.30559817)
"21899",55400,1948,"one",1068,"wood",3,1,0,40,128,"detached",280,5,5100,960429,47000,0,0,0,1,0,0,"1996",0.51,c(511136.430120648, 227085.700428716)
"21900",43500,1947,"one",672,"partbrk",2,1,0,40,128,"detached",216,4,5100,940517,32200,0,1,0,0,0,0,"1994",0.52,c(511148.583548344, 227085.773797601)
"21901",47400,1948,"one",676,"wood",2,1,0,40,120,"detached",280,4,4800,970630,43514,0,0,0,0,1,0,"1997",0.51,c(512956.052435782, 227064.428591011)
"21902",47000,1949,"one",672,"wood",2,1,0,40,120,"detached",308,4,4800,940502,43628,0,1,0,0,0,0,"1994",0.5,c(512968.542735472, 227064.834194328)
"21903",85000,1950,"two",1272,"partbrk",3,1,0,52,131,"detached",520,6,6800,980727,64914,0,0,0,0,0,1,"1998",0.49,c(518427.667851151, 227001.874241718)
